3.36	 0.87	 1.00
2.77	 0.65	 1.00
3.02	 0.48	 1.00
2.86	 2.96	 0.00
-0.24	 4.00	 0.00
0.45	 3.12	 0.00
2.71	 4.99	 0.00
-1.03	 4.68	 0.00
1.40	 0.98	 1.00
0.96	 4.68	 0.00
1.75	 5.33	 0.00
0.77	 5.18	 0.00
2.10	 -0.06	 1.00
0.92	 4.04	 0.00
3.46	 1.06	 1.00
2.97	 3.11	 1.00
0.87	 2.64	 0.00
1.67	 4.14	 0.00
0.63	 3.51	 0.00
-0.28	 5.08	 0.00
-1.58	 4.96	 0.00
1.65	 1.85	 1.00
1.80	 0.55	 1.00
3.35	 1.51	 1.00
2.88	 1.43	 1.00
1.77	 -1.10	 1.00
0.27	 5.25	 0.00
1.59	 1.77	 1.00
2.06	 3.67	 0.00
1.41	 1.07	 1.00
2.30	 4.20	 0.00
2.07	 -0.95	 1.00
0.69	 0.88	 1.00
0.48	 4.33	 0.00
0.44	 0.39	 1.00
1.09	 1.37	 1.00
1.33	 5.01	 0.00
1.65	 3.92	 0.00
1.08	 2.32	 1.00
0.38	 5.43	 0.00
2.20	 4.37	 0.00
2.14	 0.08	 1.00
1.58	 1.17	 1.00
0.57	 5.03	 0.00
2.30	 1.06	 1.00
1.24	 2.70	 1.00
2.14	 1.84	 1.00
1.07	 4.89	 0.00
-0.45	 6.30	 0.00
0.59	 4.00	 0.00
0.29	 4.19	 0.00
1.01	 0.04	 1.00
1.40	 4.98	 0.00
-0.71	 4.19	 0.00
1.26	 -0.01	 1.00
1.87	 1.79	 1.00
1.38	 1.53	 0.00
2.65	 -0.09	 1.00
3.06	 1.49	 1.00
1.58	 0.37	 1.00
0.99	 5.02	 0.00
2.04	 3.85	 0.00
1.06	 0.16	 1.00
2.50	 1.12	 1.00
0.37	 1.70	 1.00
1.70	 1.44	 1.00
0.74	 2.31	 1.00
1.02	 2.74	 0.00
3.48	 1.35	 1.00
0.85	 4.40	 0.00
2.93	 1.53	 1.00
2.39	 0.75	 1.00
3.46	 1.23	 1.00
-0.87	 3.83	 0.00
1.43	 4.40	 0.00
1.67	 0.84	 1.00
2.93	 4.69	 0.00
1.43	 0.51	 1.00
2.79	 0.83	 1.00
0.31	 5.99	 0.00
1.62	 2.05	 1.00
0.62	 2.69	 0.00
2.25	 1.00	 1.00
2.62	 1.04	 1.00
2.62	 0.56	 1.00
0.76	 4.75	 0.00
1.22	 3.42	 0.00
0.50	 4.92	 0.00
3.04	 0.81	 1.00
2.99	 4.26	 0.00
3.02	 0.17	 1.00
2.81	 1.46	 1.00
2.94	 1.93	 1.00
1.06	 -0.11	 1.00
0.85	 1.31	 1.00
2.07	 4.07	 0.00
3.28	 3.24	 0.00
2.39	 5.09	 0.00
1.74	 4.43	 0.00
-0.29	 5.27	 0.00
0.02	 3.96	 0.00
2.59	 0.76	 1.00
1.58	 5.20	 0.00
3.20	 -0.01	 1.00
0.09	 2.32	 0.00
2.04	 0.41	 1.00
1.18	 0.67	 1.00
3.40	 0.16	 1.00
0.63	 2.82	 1.00
1.55	 4.10	 0.00
0.47	 3.14	 1.00
-0.37	 3.54	 0.00
2.48	 1.45	 1.00
2.35	 3.79	 0.00
0.03	 3.89	 0.00
2.47	 0.39	 1.00
2.30	 2.42	 1.00
-0.38	 4.26	 0.00
1.89	 0.76	 1.00
0.73	 5.82	 0.00
2.09	 0.86	 1.00
2.93	 0.02	 1.00
1.90	 1.95	 1.00
2.27	 2.44	 1.00
1.04	 4.09	 0.00
0.28	 4.15	 0.00
2.31	 1.95	 1.00
-0.33	 5.96	 0.00
1.28	 2.93	 0.00
0.06	 5.42	 0.00
2.14	 2.32	 1.00
0.32	 3.79	 0.00
1.20	 3.29	 0.00
0.96	 5.13	 0.00
2.52	 0.80	 1.00
3.32	 3.02	 0.00
2.05	 1.74	 0.00
0.94	 0.86	 1.00
1.19	 3.10	 0.00
0.57	 3.44	 0.00
0.76	 3.22	 0.00
-0.20	 6.25	 0.00
1.71	 0.92	 1.00
1.52	 -0.06	 1.00
2.88	 0.60	 1.00
1.89	 0.81	 1.00
0.68	 3.54	 0.00
0.87	 4.71	 0.00
1.67	 5.61	 0.00
0.07	 3.88	 0.00
1.59	 2.96	 0.00
1.06	 2.94	 1.00
1.60	 0.98	 1.00
3.57	 3.90	 0.00
2.30	 2.03	 1.00
3.86	 1.33	 1.00
1.67	 5.00	 0.00
0.36	 1.63	 1.00
0.77	 4.19	 0.00
2.26	 1.43	 1.00
1.02	 -0.53	 1.00
2.47	 0.86	 1.00
1.65	 0.58	 1.00
-1.04	 3.76	 0.00
2.09	 1.52	 1.00
0.13	 3.98	 0.00
0.32	 1.49	 1.00
2.13	 5.38	 0.00
0.12	 3.40	 0.00
2.12	 1.68	 1.00
2.16	 3.67	 0.00
1.57	 0.62	 1.00
2.06	 0.13	 1.00
2.36	 4.00	 0.00
2.22	 2.46	 1.00
1.85	 2.47	 1.00
3.11	 -0.12	 1.00
0.87	 3.32	 0.00
0.43	 0.76	 1.00
2.48	 1.14	 1.00
0.70	 4.04	 0.00
2.21	 0.68	 1.00
2.40	 4.70	 0.00
0.06	 4.56	 0.00
3.37	 0.57	 1.00
3.16	 1.30	 1.00
0.83	 3.92	 0.00
0.42	 0.16	 1.00
3.46	 1.04	 1.00
2.26	 1.21	 1.00
1.27	 1.52	 1.00
0.52	 4.32	 0.00
0.25	 2.92	 0.00
2.21	 5.51	 0.00
1.89	 1.28	 1.00
1.60	 2.32	 1.00
0.82	 6.56	 0.00
2.49	 0.30	 1.00
1.33	 -0.22	 1.00
1.61	 -0.85	 1.00
2.44	 5.16	 0.00
-1.05	 6.37	 0.00
-0.17	 3.95	 0.00
0.58	 1.26	 0.00
1.34	 4.49	 0.00
1.10	 -0.45	 1.00
1.31	 0.29	 1.00
1.47	 0.45	 1.00
2.07	 0.30	 1.00
1.22	 -0.05	 1.00
-0.72	 4.69	 0.00
0.57	 2.39	 1.00
1.91	 -0.33	 1.00
0.96	 4.46	 0.00
0.21	 2.87	 0.00
1.16	 -1.07	 1.00
2.76	 -0.60	 1.00
1.65	 0.43	 1.00
2.59	 1.22	 1.00
1.69	 -0.06	 1.00
1.55	 4.65	 0.00
-0.75	 -0.29	 1.00
1.75	 3.12	 0.00
1.02	 6.64	 0.00
2.51	 1.18	 1.00
1.47	 4.28	 0.00
1.22	 1.89	 1.00
1.82	 0.65	 1.00
2.35	 1.81	 1.00
4.20	 0.81	 1.00
1.44	 4.58	 0.00
0.92	 3.99	 0.00
1.10	 4.71	 0.00
2.10	 3.22	 0.00
3.25	 2.85	 0.00
1.89	 1.67	 1.00
0.95	 0.87	 1.00
-0.45	 3.81	 0.00
4.23	 1.56	 1.00
3.11	 1.85	 1.00
1.90	 0.07	 1.00
2.86	 -0.30	 1.00
1.57	 3.94	 0.00
2.31	 0.49	 1.00
-1.26	 4.71	 0.00
1.78	 4.38	 0.00
0.02	 3.51	 0.00
1.63	 0.26	 1.00
0.14	 3.71	 0.00
3.08	 1.61	 1.00
3.06	 1.43	 1.00
3.05	 0.71	 1.00
1.91	 4.13	 0.00
0.93	 4.02	 0.00
3.01	 1.44	 1.00
1.35	 3.20	 0.00
0.54	 4.49	 0.00
-0.05	 3.95	 0.00
0.59	 4.40	 0.00
1.59	 5.23	 0.00
0.38	 5.86	 0.00
2.09	 0.04	 1.00
2.30	 3.42	 0.00
2.22	 -0.05	 1.00
0.33	 2.08	 0.00
-0.16	 5.09	 0.00
0.19	 4.19	 0.00
3.31	 -1.19	 1.00
3.72	 1.20	 1.00
3.02	 1.41	 1.00
3.17	 -0.67	 1.00
2.68	 1.79	 1.00
0.55	 0.62	 1.00
3.38	 0.73	 1.00
0.18	 3.77	 0.00
1.85	 0.22	 1.00
3.83	 0.50	 1.00
2.40	 1.56	 1.00
-1.39	 4.32	 0.00
2.93	 2.10	 1.00
1.82	 4.05	 0.00
2.75	 0.60	 1.00
0.16	 2.84	 0.00
1.20	 5.69	 0.00
0.61	 0.45	 1.00
2.06	 1.78	 1.00
2.03	 0.78	 1.00
1.84	 3.56	 0.00
2.90	 0.22	 1.00
1.26	 1.98	 0.00
2.07	 1.95	 1.00
2.96	 2.70	 1.00
1.26	 0.68	 1.00
1.20	 4.70	 0.00
1.45	 -0.25	 1.00
0.75	 3.44	 0.00
1.54	 4.08	 0.00
1.46	 -0.62	 1.00
-0.20	 5.61	 0.00
1.44	 6.04	 0.00
1.40	 1.11	 1.00
0.16	 0.72	 1.00
-0.32	 5.58	 0.00
1.14	 4.94	 0.00
1.25	 3.50	 0.00
2.10	 1.49	 1.00
3.88	 0.82	 1.00
1.22	 1.07	 1.00
0.29	 5.96	 0.00
2.09	 0.32	 1.00
1.90	 4.62	 0.00
-0.64	 4.09	 0.00
2.82	 0.48	 1.00
1.34	 5.60	 0.00
1.26	 3.31	 0.00
1.38	 4.11	 0.00
0.30	 4.34	 0.00
3.04	 1.66	 1.00
3.28	 0.70	 1.00
3.64	 1.55	 1.00
1.75	 0.54	 1.00
0.74	 1.44	 1.00
0.80	 0.93	 1.00
1.60	 1.27	 1.00
0.95	 0.87	 1.00
0.34	 4.98	 0.00
2.83	 0.61	 1.00
0.61	 5.24	 0.00
2.73	 4.17	 0.00
0.32	 4.48	 0.00
-0.01	 2.83	 0.00
1.13	 4.54	 0.00
1.03	 2.51	 0.00
1.04	 4.61	 0.00
2.60	 1.61	 1.00
0.42	 -0.88	 1.00
1.59	 0.04	 1.00
0.75	 3.39	 0.00
3.70	 -0.65	 1.00
0.95	 4.73	 0.00
2.26	 2.06	 1.00
1.99	 1.18	 1.00
2.91	 0.09	 1.00
0.61	 3.36	 0.00
1.04	 0.98	 1.00
2.73	 0.95	 1.00
0.84	 4.71	 0.00
0.63	 3.72	 0.00
0.51	 2.10	 0.00
2.24	 2.60	 1.00
3.63	 0.10	 1.00
3.66	 0.34	 1.00
0.51	 4.09	 0.00
2.49	 4.86	 0.00
0.12	 4.33	 0.00
2.83	 0.77	 1.00
1.64	 -0.20	 1.00
2.02	 1.23	 1.00
0.60	 1.28	 1.00
2.07	 0.82	 1.00
1.79	 4.36	 0.00
1.01	 -0.19	 1.00
3.27	 -0.51	 1.00
2.44	 1.91	 1.00
0.04	 5.32	 0.00
0.86	 4.61	 0.00
0.47	 6.72	 0.00
3.47	 2.06	 0.00
1.43	 2.47	 0.00
1.65	 4.71	 0.00
0.12	 2.76	 0.00
1.38	 0.33	 1.00
2.27	 -0.11	 1.00
2.50	 0.28	 1.00
0.43	 2.42	 0.00
1.71	 4.43	 0.00
0.07	 4.36	 0.00
2.87	 0.62	 1.00
1.88	 0.39	 1.00
1.29	 3.45	 0.00
2.09	 0.81	 1.00
0.67	 4.07	 0.00
3.40	 1.81	 1.00
2.08	 4.96	 0.00
1.24	 0.38	 1.00
1.71	 -0.37	 1.00
2.25	 1.59	 1.00
1.44	 0.07	 1.00
1.56	 2.11	 1.00
1.65	 -0.57	 1.00
0.18	 4.54	 0.00
1.54	 3.02	 0.00
0.94	 3.14	 0.00
0.92	 -0.32	 1.00
1.80	 4.31	 0.00
3.41	 0.50	 1.00
2.94	 2.37	 1.00
1.33	 4.68	 0.00
1.79	 4.89	 0.00
1.13	 4.68	 0.00
1.01	 0.58	 1.00
3.49	 2.36	 1.00
2.51	 5.77	 0.00
1.68	 3.24	 0.00
1.20	 1.23	 1.00
1.05	 2.57	 1.00
0.95	 3.57	 0.00
3.67	 4.23	 0.00
0.95	 5.38	 0.00
1.30	 -0.30	 1.00
1.47	 1.23	 1.00
4.02	 0.70	 1.00
2.01	 2.26	 0.00
-0.12	 0.27	 1.00
0.46	 0.90	 1.00
2.50	 1.00	 1.00
1.91	 4.27	 0.00
-0.25	 5.15	 0.00
3.92	 1.66	 1.00
2.46	 2.10	 1.00
0.45	 -0.48	 1.00
1.08	 2.24	 1.00
1.69	 1.51	 1.00
1.93	 4.15	 0.00
-0.32	 4.57	 0.00
-0.25	 5.27	 0.00
0.55	 4.41	 0.00
0.03	 4.55	 0.00
1.24	 -0.55	 1.00
4.58	 2.67	 1.00
0.87	 4.32	 0.00
3.24	 4.26	 0.00
0.51	 2.89	 0.00
-0.13	 4.36	 0.00
1.50	 4.39	 0.00
3.36	 5.25	 0.00
4.21	 1.37	 1.00
2.05	 2.14	 1.00
-0.94	 1.78	 1.00
0.29	 3.09	 0.00
1.49	 0.59	 1.00
1.44	 3.93	 0.00
1.90	 0.96	 1.00
2.28	 2.51	 1.00
0.48	 6.23	 0.00
3.07	 1.60	 1.00
1.66	 1.68	 1.00
1.64	 3.84	 0.00
2.35	 0.94	 1.00
1.70	 3.44	 1.00
1.98	 -0.40	 1.00
0.62	 2.93	 0.00
0.48	 4.23	 0.00
1.73	 0.19	 1.00
-0.65	 4.77	 0.00
2.66	 -0.15	 1.00
0.91	 0.94	 1.00
1.85	 -0.82	 1.00
0.67	 2.63	 0.00
2.21	 0.64	 1.00
3.20	 1.24	 1.00
0.52	 4.57	 0.00
0.01	 4.62	 0.00
1.34	 4.16	 0.00
1.91	 0.99	 1.00
0.12	 6.13	 0.00
2.02	 -0.05	 1.00
1.42	 4.64	 0.00
1.45	 4.45	 0.00
1.22	 -0.47	 1.00
1.32	 6.32	 0.00
0.03	 4.54	 0.00
0.71	 4.12	 0.00
1.97	 0.33	 1.00
2.28	 0.81	 1.00
1.03	 4.80	 0.00
2.68	 0.27	 1.00
0.80	 0.31	 1.00
-0.38	 2.01	 1.00
2.08	 5.60	 0.00
2.16	 1.44	 1.00
1.32	 -0.74	 1.00
2.99	 4.00	 0.00
0.73	 3.43	 0.00
1.47	 5.35	 0.00
0.59	 3.86	 0.00
1.84	 3.50	 0.00
2.55	 0.16	 1.00
2.56	 1.26	 1.00
0.99	 6.09	 0.00
1.83	 5.44	 0.00
2.74	 0.95	 1.00
1.34	 5.78	 0.00
0.41	 2.30	 1.00
-0.17	 3.87	 0.00
1.17	 5.39	 0.00
0.90	 4.56	 0.00
2.92	 1.08	 1.00
0.93	 4.52	 0.00
-0.66	 2.74	 0.00
1.33	 4.92	 0.00
2.50	 6.02	 0.00
1.05	 3.23	 0.00
2.25	 1.78	 1.00
1.07	 -0.00	 1.00
0.60	 3.08	 0.00
1.99	 2.16	 1.00
2.16	 4.62	 0.00
3.64	 0.25	 1.00
0.21	 3.42	 0.00
0.28	 4.01	 0.00
2.12	 0.63	 1.00
0.44	 5.39	 0.00
2.98	 1.46	 1.00
1.45	 4.62	 0.00
1.12	 5.76	 0.00
1.99	 0.19	 1.00
0.17	 3.19	 0.00
0.66	 3.46	 0.00
1.30	 1.04	 1.00
0.66	 4.36	 0.00
-0.02	 2.76	 0.00
2.25	 2.89	 1.00
1.01	 5.07	 0.00
1.38	 3.62	 0.00
1.67	 4.31	 0.00
1.92	 4.71	 0.00
1.76	 -0.84	 1.00
0.05	 4.13	 0.00
0.32	 3.91	 0.00
3.74	 -0.75	 1.00
3.69	 1.28	 1.00
1.25	 5.74	 0.00
2.03	 0.57	 1.00
0.25	 1.31	 1.00
1.75	 2.64	 0.00
2.87	 1.14	 1.00
0.22	 4.25	 0.00
-0.43	 3.71	 0.00
0.43	 4.72	 0.00
2.57	 0.57	 1.00
0.44	 4.95	 0.00
2.56	 0.04	 1.00
1.80	 5.66	 0.00
2.59	 1.30	 1.00
-0.63	 3.42	 0.00
-0.53	 2.53	 0.00
0.25	 4.50	 0.00
0.27	 4.98	 0.00
0.63	 4.46	 0.00
1.93	 -0.58	 1.00
2.39	 0.31	 1.00
0.32	 1.47	 0.00
0.97	 4.32	 0.00
0.40	 1.05	 1.00
2.08	 0.94	 1.00
2.84	 5.21	 0.00
1.99	 3.65	 0.00
0.04	 4.74	 0.00
-0.39	 5.17	 0.00
2.19	 -1.08	 1.00
0.67	 4.40	 0.00
0.19	 5.40	 0.00
-1.31	 4.56	 0.00
1.00	 4.40	 0.00
2.26	 2.80	 0.00
1.72	 0.88	 1.00
2.25	 2.20	 1.00
-0.03	 5.99	 0.00
1.21	 6.44	 0.00
0.56	 3.56	 0.00
1.05	 0.08	 1.00
1.95	 2.27	 1.00
1.89	 4.62	 0.00
0.47	 3.49	 0.00
1.62	 1.47	 1.00
1.14	 3.54	 1.00
1.26	 6.05	 0.00
1.51	 4.55	 0.00
2.15	 1.09	 1.00
1.20	 4.75	 0.00
2.07	 1.22	 1.00
1.53	 1.07	 1.00
1.37	 3.21	 0.00
0.75	 0.09	 1.00
0.28	 5.84	 0.00
1.19	 1.55	 1.00
2.57	 -1.64	 1.00
2.86	 -0.95	 1.00
0.94	 6.68	 0.00
2.00	 3.75	 0.00
2.27	 0.99	 1.00
2.24	 4.52	 0.00
3.32	 0.80	 1.00
2.83	 1.14	 1.00
-0.73	 6.25	 0.00
0.91	 2.99	 0.00
2.08	 1.08	 1.00
-0.06	 4.99	 0.00
0.92	 4.30	 0.00
1.36	 4.27	 0.00
2.66	 2.01	 1.00
-0.77	 3.00	 0.00
2.89	 1.22	 1.00
2.16	 0.81	 1.00
1.16	 5.97	 0.00
1.71	 2.92	 1.00
0.95	 0.35	 1.00
1.87	 5.68	 0.00
1.58	 1.83	 1.00
2.34	 3.61	 0.00
1.26	 2.45	 1.00
3.49	 1.32	 1.00
2.39	 1.55	 1.00
1.30	 5.30	 0.00
0.89	 5.67	 0.00
2.60	 -0.92	 1.00
0.75	 4.00	 0.00
1.18	 4.25	 0.00
1.92	 1.56	 0.00
1.51	 4.73	 0.00
2.34	 0.59	 1.00
1.25	 -0.21	 1.00
1.99	 -0.54	 1.00
2.15	 2.47	 1.00
1.18	 5.28	 0.00
2.29	 2.30	 1.00
-0.49	 3.62	 0.00
0.44	 4.33	 0.00
-0.20	 3.16	 0.00
2.49	 1.44	 1.00
3.32	 1.40	 1.00
1.51	 -0.20	 1.00
2.17	 0.24	 1.00
2.79	 0.52	 1.00
1.29	 -0.55	 1.00
2.79	 2.00	 1.00
1.49	 1.37	 1.00
0.26	 0.10	 1.00
-0.67	 3.90	 0.00
0.79	 3.50	 0.00
0.47	 3.25	 0.00
1.27	 0.90	 1.00
-0.57	 4.72	 0.00
2.60	 3.19	 1.00
0.32	 3.78	 0.00
2.07	 0.78	 1.00
-0.18	 3.99	 0.00
1.99	 0.45	 1.00
2.30	 4.51	 0.00
1.54	 1.67	 1.00
1.01	 2.65	 0.00
0.98	 0.78	 1.00
1.43	 3.34	 0.00
0.52	 -0.81	 1.00
1.20	 1.03	 1.00
0.47	 1.74	 1.00
2.47	 4.83	 0.00
1.13	 -0.55	 1.00
0.23	 4.34	 0.00
2.98	 1.36	 1.00
0.61	 5.37	 0.00
3.15	 0.76	 1.00
1.57	 0.90	 1.00
0.04	 5.55	 0.00
0.17	 3.84	 0.00
-1.12	 4.43	 0.00
2.90	 5.78	 0.00
2.13	 4.48	 0.00
1.43	 1.89	 1.00
1.41	 1.05	 1.00
-0.21	 3.80	 0.00
-0.04	 4.23	 0.00
0.61	 -0.69	 1.00
0.84	 1.18	 1.00
2.30	 3.34	 0.00
-0.78	 4.75	 0.00
3.54	 -1.23	 1.00
-1.61	 3.15	 0.00
0.68	 1.40	 1.00
1.59	 0.04	 1.00
1.91	 4.89	 0.00
-0.47	 5.10	 0.00
-0.51	 4.74	 0.00
0.38	 3.19	 0.00
2.11	 1.20	 1.00
1.05	 1.00	 1.00
1.12	 3.98	 0.00
0.08	 4.69	 0.00
1.53	 5.20	 0.00
3.57	 -0.27	 1.00
0.17	 3.61	 0.00
1.03	 5.17	 0.00
2.08	 3.13	 1.00
2.51	 1.86	 1.00
0.34	 3.91	 0.00
2.46	 2.83	 1.00
0.71	 3.18	 0.00
2.83	 4.09	 0.00
1.13	 2.31	 1.00
2.57	 4.05	 0.00
2.16	 4.12	 0.00
0.61	 4.46	 0.00
2.54	 -0.07	 1.00
2.21	 -1.06	 1.00
0.11	 3.72	 0.00
3.72	 -0.52	 1.00
0.92	 3.91	 0.00
0.30	 3.94	 0.00
1.27	 4.72	 0.00
0.46	 3.32	 0.00
0.91	 6.02	 0.00
1.35	 4.45	 0.00
0.52	 4.71	 0.00
0.06	 4.50	 0.00
-0.19	 5.20	 0.00
1.16	 1.45	 1.00
1.94	 5.63	 0.00
1.78	 -0.42	 1.00
1.84	 1.65	 0.00
2.46	 -0.88	 1.00
2.94	 0.63	 1.00
2.16	 1.03	 1.00
1.33	 4.15	 0.00
0.59	 3.79	 0.00
1.91	 3.78	 0.00
3.02	 1.12	 1.00
2.12	 3.07	 0.00
0.47	 3.12	 0.00
1.69	 1.68	 1.00
1.41	 -0.24	 1.00
2.61	 0.23	 1.00
2.83	 0.12	 1.00
1.78	 2.02	 1.00
3.09	 2.69	 0.00
1.15	 3.90	 0.00
2.01	 0.98	 1.00
1.67	 5.10	 0.00
2.01	 4.23	 0.00
3.51	 0.95	 1.00
2.34	 1.88	 1.00
1.22	 -0.04	 1.00
1.27	 1.17	 1.00
0.12	 6.21	 0.00
2.27	 0.98	 1.00
2.97	 0.84	 1.00
2.22	 2.23	 1.00
2.33	 0.19	 1.00
4.54	 2.59	 1.00
1.26	 4.91	 0.00
0.69	 2.84	 1.00
3.77	 0.11	 1.00
-0.56	 4.37	 0.00
2.51	 0.54	 1.00
1.34	 0.00	 1.00
2.81	 1.96	 1.00
2.58	 0.36	 1.00
0.32	 5.27	 0.00
2.82	 0.63	 1.00
0.63	 2.95	 0.00
-0.70	 3.41	 0.00
2.28	 -0.78	 1.00
1.73	 3.76	 0.00
2.32	 1.42	 1.00
-0.66	 4.24	 0.00
1.89	 2.69	 1.00
1.95	 6.44	 0.00
3.59	 0.99	 1.00
3.80	 0.60	 1.00
1.20	 2.15	 1.00
2.31	 0.51	 1.00
2.89	 1.39	 1.00
1.64	 0.49	 1.00
0.33	 4.78	 0.00
1.87	 1.72	 1.00
1.52	 4.74	 0.00
1.46	 7.06	 0.00
1.28	 2.63	 1.00
2.14	 3.09	 1.00
-0.07	 -0.94	 1.00
0.45	 2.36	 1.00
2.27	 1.47	 1.00
